Row,Listing title,Property Manager/Host,Property ID,Property name,Phone,Phone source,Phone confidence,Phone evidence,Phone belongs to,Contact,Website,Email,Social media link,Social media type
90,Stay A-Wiles Luxury Village Home Like No Other,Dream Vacation Rentals,39694844,,+12394721715,https://www.allbiz.com/business/dream-vacation-rentals-239-472-1715,Medium,Duplicate Property Manager/Host group found public Dream Vacation Rentals business listing with phone and matching Captiva/Sanibel rental business.,manager,Dream Vacation Rentals,https://www.dreamvaycay.com/,reservations@dreamvaycay.com,,
91,Gertrude's Siesta | 4-min Walk to Beach & Village,Gertrude Vacation Rentals,39922662,,+18885743782,https://gertruderentals.com/contact-us/,Medium,Duplicate Property Manager/Host group found Gertrude Rentals official contact page with phone; reused across same host rows.,manager,Gertrude Rentals,https://gertruderentals.com/,hello@gertruderentals.com,,
92,Beach Funatics - Beachfront with Pool & Patio!,Five Star Gulf Rentals,39923554,,+18002082324,https://www.fivestargulfrentals.com/group-vacation-accommodations-destin/,Medium,Duplicate Property Manager/Host group found Five Star Gulf Rentals page with public reservations phone; reused across same host rows.,manager,Five Star Gulf Rentals,https://www.fivestargulfrentals.com/,info@fivestargulfrentals.com,,
93,Beachfront Estate w/ Expansive Deck & Ocean Views,StayBeachBox Vacations,42141353,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
94,"Gulf Views, Large Pool ~Stunning Luxury Beach Home",Benchmark 30A,42269986,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
95,Our Time Cottage - Gulf Front Luxury! Free Bikes/Chairs/Fitness/Tennis!,Rosemary Beach Cottage,42375546,,+18448655783,https://therosemarybeachinn.com/faqs,Medium,Duplicate Property Manager/Host group appears to abbreviate Rosemary Beach Cottage Rental Company; public FAQ lists manager phone.,manager,Rosemary Beach Cottage Rental Company,https://rosemarybeach.com/rentals/rosemary-beach-cottage-rentals/,rentals@rosemarybeach.com,,
96,Peaceful Blessings - Luxury Home! Private Pool & Hot Tub! Excellent Gulf Views!,Rosemary Beach Cottage,42375606,,+18448655783,https://therosemarybeachinn.com/faqs,Medium,Duplicate Property Manager/Host group appears to abbreviate Rosemary Beach Cottage Rental Company; public FAQ lists manager phone.,manager,Rosemary Beach Cottage Rental Company,https://rosemarybeach.com/rentals/rosemary-beach-cottage-rentals/,rentals@rosemarybeach.com,,
97,Seaforth Cottage - LUXURY COLLECTION HOME GULF FRONT VIEWS!,Rosemary Beach Cottage,42375662,,+18448655783,https://therosemarybeachinn.com/faqs,Medium,Duplicate Property Manager/Host group appears to abbreviate Rosemary Beach Cottage Rental Company; public FAQ lists manager phone.,manager,Rosemary Beach Cottage Rental Company,https://rosemarybeach.com/rentals/rosemary-beach-cottage-rentals/,rentals@rosemarybeach.com,,
98,Bluffs Cottage - NEW CONSTRUCTION! GULF VIEWS! GULF FRONT COMMUNITY POOL!,Rosemary Beach Cottage,42375787,,+18448655783,https://therosemarybeachinn.com/faqs,Medium,Duplicate Property Manager/Host group appears to abbreviate Rosemary Beach Cottage Rental Company; public FAQ lists manager phone.,manager,Rosemary Beach Cottage Rental Company,https://rosemarybeach.com/rentals/rosemary-beach-cottage-rentals/,rentals@rosemarybeach.com,,
99,Almost Heaven 5 Bedroom / 5 Bath House,"American Realty Group of Captiva, LLC",42478250,,+18005470127,https://www.captiva-island.com/contact-3,Medium,Duplicate Property Manager/Host group found American Realty of Captiva official contact page with phone; reused across same host rows.,manager,American Realty of Captiva,https://www.americanrealtyofcaptiva.com/,amrc@captiva-island.com,,
100,Beachfront Estate 5 BR / 6 BA,"American Realty Group of Captiva, LLC",42497318,,+18005470127,https://www.captiva-island.com/contact-3,Medium,Duplicate Property Manager/Host group found American Realty of Captiva official contact page with phone; reused across same host rows.,manager,American Realty of Captiva,https://www.americanrealtyofcaptiva.com/,amrc@captiva-island.com,,
101,Luxury Oceanfront Home with Pool and Guest House,Hodnett Cooper Vacation Rentals,42510271,,+18444028686,https://www.hodnettcooper.com/contact-us/,Medium,Duplicate Property Manager/Host group found Hodnett Cooper Vacation Rentals official contact page with phone; reused across same host rows.,manager,Hodnett Cooper Vacation Rentals,https://www.hodnettcooper.com/,,,
102,Luxury Beachfront Escape Main & Guest House,"American Realty Group of Captiva, LLC",42570467,,+18005470127,https://www.captiva-island.com/contact-3,Medium,Duplicate Property Manager/Host group found American Realty of Captiva official contact page with phone; reused across same host rows.,manager,American Realty of Captiva,https://www.americanrealtyofcaptiva.com/,amrc@captiva-island.com,,
103,Beachfront Paradise 4 BR / 4 BA House w/ Pool,"American Realty Group of Captiva, LLC",42645186,,+18005470127,https://www.captiva-island.com/contact-3,Medium,Duplicate Property Manager/Host group found American Realty of Captiva official contact page with phone; reused across same host rows.,manager,American Realty of Captiva,https://www.americanrealtyofcaptiva.com/,amrc@captiva-island.com,,
104,Luxurious Captiva Escape 7 BR /7 BA Pool & 4 Kings,"American Realty Group of Captiva, LLC",42645969,,+18005470127,https://www.captiva-island.com/contact-3,Medium,Duplicate Property Manager/Host group found American Realty of Captiva official contact page with phone; reused across same host rows.,manager,American Realty of Captiva,https://www.americanrealtyofcaptiva.com/,amrc@captiva-island.com,,
105,Family Fun! Pool & Game Room - Paradise Cove,SKLRP And LKV,42681257,,+19413491125,https://www.siestakeyluxuryrentalproperties.com/about-us/,Medium,Duplicate Property Manager/Host group matches Siesta Key Luxury Rental Properties / Lido Key Vacations inventory; official site lists this phone.,manager,Siesta Key Luxury Rental Properties,https://www.siestakeyluxuryrentalproperties.com/,,,
106,Southern Palms - Steps to Duval with Private Pool,Brightwild,44428255,,+13052943265,https://shop.brightwild.com/pages/contact,Medium,Duplicate Property Manager/Host group found Brightwild public contact page with Key West phone; reused across same host rows.,manager,Brightwild,https://www.brightwild.com/,info@brightwild.com,,
107,30A My Way- Luxury Beachfront Mansion Private Pool,Holiday Beach Rentals,44557335,,+18447223224,https://www.holidaybeachrentals.com/contact-information/,Medium,Duplicate Property Manager/Host group found Holiday Beach Rentals official contact page with toll-free phone; reused across same host rows.,manager,Holiday Beach Rentals,https://www.holidaybeachrentals.com/,info@holidaybeachrentals.com,,
108,5 Story Condo in Barrett Square of Rosemary Beach,Dune Vacation,45113216,,+18558133783,https://dunevacationrentals.com/rosemary-beach/,Medium,Duplicate Property Manager/Host group found Dune Vacation Rentals page with public phone; reused across same host rows.,manager,Dune Vacation Rentals,https://dunevacationrentals.com/,reservations@dunerec.com,,
109,Belle of the Beach at Casa East,Last Key,45251264,,+13052926266,https://www.lastkeyrealty.com/contact-us,Medium,Duplicate Property Manager/Host group found Last Key Realty official contact page with phone; reused across same host rows.,manager,Last Key Realty,https://www.lastkeyrealty.com/,,,
110,The Palm and Shell Captiva Home w/Pool,Dream Vacation Rentals,46153433,,+12394721715,https://www.allbiz.com/business/dream-vacation-rentals-239-472-1715,Medium,Duplicate Property Manager/Host group found public Dream Vacation Rentals business listing with phone and matching Captiva/Sanibel rental business.,manager,Dream Vacation Rentals,https://www.dreamvaycay.com/,reservations@dreamvaycay.com,,
111,Sandy Beach Estate: Estate with Pool and Hot Tub!,Diamond Gulf Rentals,46392684,,+18502705232,https://www.diamondgulfrentals.com/contact-us/,Medium,Duplicate Property Manager/Host group found Diamond Gulf Rentals official contact page with phone; reused across same host rows.,manager,Diamond Gulf Rentals,https://www.diamondgulfrentals.com/,,,
112,"Salty Toes | Gulf Front, Pool, Beach Chair Service",Destin Dreamers,46570762,,+18507337447,https://www.destindreamers.com/contact/,Medium,Duplicate Property Manager/Host group found Destin Dreamers official contact page with office phone; reused across same host rows.,manager,Destin Dreamers,https://www.destindreamers.com/,,,
113,"Beach Front Home + Pool, Inlet Beach, FL",Dune Vacation,47051380,,+18558133783,https://dunevacationrentals.com/rosemary-beach/,Medium,Duplicate Property Manager/Host group found Dune Vacation Rentals page with public phone; reused across same host rows.,manager,Dune Vacation Rentals,https://dunevacationrentals.com/,reservations@dunerec.com,,
114,Plantation Tropicale at Casa East,Last Key,47816054,,+13052926266,https://www.lastkeyrealty.com/contact-us,Medium,Duplicate Property Manager/Host group found Last Key Realty official contact page with phone; reused across same host rows.,manager,Last Key Realty,https://www.lastkeyrealty.com/,,,
115,Takeover at the Grand Maloney,Brightwild,48712703,,+13052943265,https://shop.brightwild.com/pages/contact,Medium,Duplicate Property Manager/Host group found Brightwild public contact page with Key West phone; reused across same host rows.,manager,Brightwild,https://www.brightwild.com/,info@brightwild.com,,
116,Fin by AvantStay | Walk to the Beach,AvantStay,48756866,,+18334428268,https://avantstay.com/contact,Medium,Duplicate Property Manager/Host group found AvantStay official contact page with 24/7 phone; reused across same host rows.,manager,AvantStay,https://avantstay.com/,experience@avantstay.com,,
117,Island Oasis | Huge Private Pool/Spa | Game Room!,Travel Life Vacation,49214323,,+18502902075,https://travellifevacations.com/,Medium,Duplicate Property Manager/Host group found Travel Life Vacations official site with public phone; reused across same host rows.,manager,Travel Life Vacations,https://travellifevacations.com/,,,
118,Point of View - luxury Captiva Island Gulf to Bay,Dream Vacation Rentals,49789230,,+12394721715,https://www.allbiz.com/business/dream-vacation-rentals-239-472-1715,Medium,Duplicate Property Manager/Host group found public Dream Vacation Rentals business listing with phone and matching Captiva/Sanibel rental business.,manager,Dream Vacation Rentals,https://www.dreamvaycay.com/,reservations@dreamvaycay.com,,
119,Sea It All,Best Beach Getaways,49943279,,+18885675150,https://www.bestbeachgetaways.com/contact-us/,Medium,Duplicate Property Manager/Host group found Best Beach Getaways contact page with reservations phone; reused across same host rows.,manager,Best Beach Getaways,https://www.bestbeachgetaways.com/,tothebeach@bestbeachgetaways.com,,
120,"Dreaming On Duval~  Grand 5 Bedroom, 4.5 Bath Home",Historic Key West Vacation Rentals,50192489,,+13052961010,https://www.historickeywestvacationrentals.com/contact,Medium,Duplicate Property Manager/Host group found Historic Key West Vacation Rentals official contact page with phone; reused across same host rows.,manager,Historic Key West Vacation Rentals,https://www.historickeywestvacationrentals.com/,bookings@historickw.com,,
121,"Seconds from the beach! Pool, Games-Ocean Overlook",SKLRP And LKV,50259570,,+19413491125,https://www.siestakeyluxuryrentalproperties.com/about-us/,Medium,Duplicate Property Manager/Host group matches Siesta Key Luxury Rental Properties / Lido Key Vacations inventory; official site lists this phone.,manager,Siesta Key Luxury Rental Properties,https://www.siestakeyluxuryrentalproperties.com/,,,
122,The Belvedere -7 BR/9BA Masterpiece w Private Pool,Inspire Vacation Properties,52236520,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
123,Massive Mediterranean Beachside Bliss,Rent Siesta,52843945,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
124,Captiva Grace- Gulf to Bay!,Kingfisher Vacations,53235917,,+12394722100,https://www.kingfishervacations.net/,Medium,Duplicate Property Manager/Host group found Kingfisher Vacations official site with public phone; reused across same host rows.,manager,Kingfisher Vacations,https://www.kingfishervacations.net/,info@gokingfisher.com,,
125,1 Block to Duval St | Banana's Foster Guesthouse,Brightwild,53513303,,+13052943265,https://shop.brightwild.com/pages/contact,Medium,Duplicate Property Manager/Host group found Brightwild public contact page with Key West phone; reused across same host rows.,manager,Brightwild,https://www.brightwild.com/,info@brightwild.com,,
126,Commodore's Compound - One block from Duval St,Brightwild,53675612,,+13052943265,https://shop.brightwild.com/pages/contact,Medium,Duplicate Property Manager/Host group found Brightwild public contact page with Key West phone; reused across same host rows.,manager,Brightwild,https://www.brightwild.com/,info@brightwild.com,,
127,Grand Key Oasis at Truman Annex,Last Key,53699249,,+13052926266,https://www.lastkeyrealty.com/contact-us,Medium,Duplicate Property Manager/Host group found Last Key Realty official contact page with phone; reused across same host rows.,manager,Last Key Realty,https://www.lastkeyrealty.com/,,,
128,"Ocean View, Private Pool, Bikes, 2min to Beach",Beach Luxury Vacations,53850355,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
129,Private Heated Pool & Near Duval - The Curry House,Brightwild,53879822,,+13052943265,https://shop.brightwild.com/pages/contact,Medium,Duplicate Property Manager/Host group found Brightwild public contact page with Key West phone; reused across same host rows.,manager,Brightwild,https://www.brightwild.com/,info@brightwild.com,,
130,Steps to Beach/Siesta Village-Resort Pool w/Slide,Vunique Vacations,53935001,,+19418770410,https://www.vuniquevacations.com/faq/,Medium,Duplicate Property Manager/Host group found official Vunique FAQ with reservations phone; reused across same host rows.,manager,Vunique Vacations,https://www.vuniquevacations.com/,,,
131,"Soak up the Sun: Steps to Beach, Private Pool!",Beach Reunion,54123247,,+18506504544,https://www.beachreunion.com/contact,Medium,Duplicate Property Manager/Host group found Beach Reunion official contact page with phone; reused across same host rows.,manager,Beach Reunion,https://www.beachreunion.com/,rentals@beachreunion.com,,
132,Pool Volleyball-Gulf Views-Steps to Beach-Rooftop,Vunique Vacations,54291490,,+19418770410,https://www.vuniquevacations.com/faq/,Medium,Duplicate Property Manager/Host group found official Vunique FAQ with reservations phone; reused across same host rows.,manager,Vunique Vacations,https://www.vuniquevacations.com/,,,
133,Steps to Beach/Gulf Views/Pool Volleyball/Slide,Vunique Vacations,54291517,,+19418770410,https://www.vuniquevacations.com/faq/,Medium,Duplicate Property Manager/Host group found official Vunique FAQ with reservations phone; reused across same host rows.,manager,Vunique Vacations,https://www.vuniquevacations.com/,,,
134,Steps to Beach-Pool w/Slide and Chipping Green,Vunique Vacations,54291536,,+19418770410,https://www.vuniquevacations.com/faq/,Medium,Duplicate Property Manager/Host group found official Vunique FAQ with reservations phone; reused across same host rows.,manager,Vunique Vacations,https://www.vuniquevacations.com/,,,
135,Bella Luna ~ Ultimate luxury awaits,Dream Vacation Rentals,549256933799296370,,+12394721715,https://www.allbiz.com/business/dream-vacation-rentals-239-472-1715,Medium,Duplicate Property Manager/Host group found public Dream Vacation Rentals business listing with phone and matching Captiva/Sanibel rental business.,manager,Dream Vacation Rentals,https://www.dreamvaycay.com/,reservations@dreamvaycay.com,,
136,"Beach Front! Sleeps 28! Private Beach, Pool ON 30A",Southern Holiday Homes,550854035998549694,,+18507391667,https://www.southernholidayhomes.com/about-us/,Medium,Duplicate Property Manager/Host group found Southern Holiday Homes official about page with public phone; reused across same host rows.,manager,Southern Holiday Homes,https://www.southernholidayhomes.com/,,,
137,16 Sunsets | Gulf Front | Pool & Beach Chairs,Destin Dreamers,587903208004909919,,+18507337447,https://www.destindreamers.com/contact/,Medium,Duplicate Property Manager/Host group found Destin Dreamers official contact page with office phone; reused across same host rows.,manager,Destin Dreamers,https://www.destindreamers.com/,,,
138,Oceanfront Vacation Home with Heated Pool,St. Simons Island Beach Rentals,593301967978871176,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
139,Steps to Private Beach Access/Private Pool,30A Vacay,594128867531063823,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
140,Slice of Paradise l Heated Pool l Steps from Beach,512 Retreat,599157138522417227,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
141,"St. George Island | Pool, Hot Tub & Beach Access",Wander,609635458187865360,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
142,224 Winston Ln | Beachfront Home | Community Pool,Paradise30A,625363385344291426,,+18505887136,https://www.paradise30a.com/contact-us/,Medium,Duplicate Property Manager/Host group found Paradise Properties / Paradise30A official contact page with phone; reused across same host rows.,manager,Paradise Properties Vacation Rentals & Sales,https://www.paradise30a.com/,bookit@paradise30a.com,,
143,"Luxury Home w/ Pool/Spa, Golf Cart,3 Min to Beach",Travel Life Vacation,626100603182331002,,+18502902075,https://travellifevacations.com/,Medium,Duplicate Property Manager/Host group found Travel Life Vacations official site with public phone; reused across same host rows.,manager,Travel Life Vacations,https://travellifevacations.com/,,,
144,Classic Key West - Grand home in Old Town location,Rent Key West Vacations,636169978946736019,,+13052940990,https://web.keywestchamber.org/prod/Vacation-Rentals/Rent-Key-West-Vacations%2C-Inc-1457,Medium,Duplicate Property Manager/Host group found Key West Chamber listing for Rent Key West Vacations with phone; reused across same host rows.,manager,Rent Key West Vacations,https://www.rentkeywest.com/,,,
145,Steps to Beach - Resort Pool/Slide/Spa/Gulf Views,Vunique Vacations,639034655000973741,,+19418770410,https://www.vuniquevacations.com/faq/,Medium,Duplicate Property Manager/Host group found official Vunique FAQ with reservations phone; reused across same host rows.,manager,Vunique Vacations,https://www.vuniquevacations.com/,,,
146,Gulf Views/Steps to Beach/Resort Pool w/Slide/Spa,Vunique Vacations,639034696887703850,,+19418770410,https://www.vuniquevacations.com/faq/,Medium,Duplicate Property Manager/Host group found official Vunique FAQ with reservations phone; reused across same host rows.,manager,Vunique Vacations,https://www.vuniquevacations.com/,,,
147,Sky's Oasis | Huge Private Pool/Spa | Game Room!,Travel Life Vacation,671718559158236187,,+18502902075,https://travellifevacations.com/,Medium,Duplicate Property Manager/Host group found Travel Life Vacations official site with public phone; reused across same host rows.,manager,Travel Life Vacations,https://travellifevacations.com/,,,
148,Serendipity Cottage & Carriage House,Rosemary Beach Cottage Rental Company,671729473150978045,,+18448655783,https://therosemarybeachinn.com/faqs,Medium,Duplicate Property Manager/Host group found Rosemary Beach Inn FAQ naming Rosemary Beach Cottage Rental Company as property manager with phone.,manager,Rosemary Beach Cottage Rental Company,https://rosemarybeach.com/rentals/rosemary-beach-cottage-rentals/,rentals@rosemarybeach.com,,
149,Villa Del Mar,Kingfisher Vacations,684770365528671158,,+12394722100,https://www.kingfishervacations.net/,Medium,Duplicate Property Manager/Host group found Kingfisher Vacations official site with public phone; reused across same host rows.,manager,Kingfisher Vacations,https://www.kingfishervacations.net/,info@gokingfisher.com,,
150,SEAcret to Life,Exclusive 30A,690614911778631282,,+18447829302,https://www.exclusive30a.com/contact-us,Medium,Duplicate Property Manager/Host group found Exclusive 30A official contact page with reservations phone; reused across same host rows.,manager,Exclusive 30A,https://www.exclusive30a.com/,,,
151,"Walk to Beach, Pool+HotTub, Game Room | Coco Mango",AvantStay,704269452038746545,,+18334428268,https://avantstay.com/contact,Medium,Duplicate Property Manager/Host group found AvantStay official contact page with 24/7 phone; reused across same host rows.,manager,AvantStay,https://avantstay.com/,experience@avantstay.com,,
152,Sleeps 30 ~ 2 Units ~ 10 BR ~ Walk to Beach,310321924,715221365737844319,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
153,1 min to Beach & Pool - Shell-Abrate Good Times,SKLRP And LKV,719622959984123420,,+19413491125,https://www.siestakeyluxuryrentalproperties.com/about-us/,Medium,Duplicate Property Manager/Host group matches Siesta Key Luxury Rental Properties / Lido Key Vacations inventory; official site lists this phone.,manager,Siesta Key Luxury Rental Properties,https://www.siestakeyluxuryrentalproperties.com/,,,
154,Rosemary Renaissance,Exclusive 30A,725158344019181598,,+18447829302,https://www.exclusive30a.com/contact-us,Medium,Duplicate Property Manager/Host group found Exclusive 30A official contact page with reservations phone; reused across same host rows.,manager,Exclusive 30A,https://www.exclusive30a.com/,,,
155,Boomerang Beach House with Private Beach,Love Rentals,757870649134205530,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
156,Forever Coastal with Game Room and Private Beach,Love Rentals,757870684273633201,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
157,Luxurious Oceanfront 6 bedroom House!,ERA Fernandina Beach Realty,788509629161991840,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
158,226 South Fletcher Ave,RedAwning,788942720771831260,,+18887332964,https://www.redawning.com/contact,Medium,Duplicate Property Manager/Host group found RedAwning official contact page with guest support phone; reused across same host rows.,manager,RedAwning,https://www.redawning.com/,,,
159,"The Gulf Goddess® | Luxury Home, Community Pool!",Ryson Vacation Rentals by Vtrips,797944774454450873,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
160,Beachside Village Home w/ Heated Pool + Spa,Pacific Properties Management,811963042030409313,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
161,"The Solaster | Duplex w/ 2 Pools, Walk To Beach!",The Cottages,812904802200472435,,+19413461200,https://www.thecottagesonthekey.com/vacation-rentals/rental/the-solaster/,Medium,Duplicate Property Manager/Host group matched The Cottages on the Key property pages with visible phone; reused across same host rows.,manager,The Cottages on the Key,https://www.thecottagesonthekey.com/,,,
162,"Tropical Oasis | Luxury SK Home, Steps To Beach!",The Cottages,812905353380967244,,+19413461200,https://www.thecottagesonthekey.com/vacation-rentals/rental/the-solaster/,Medium,Duplicate Property Manager/Host group matched The Cottages on the Key property pages with visible phone; reused across same host rows.,manager,The Cottages on the Key,https://www.thecottagesonthekey.com/,,,
163,The Conch | Luxury Home Steps to Crescent Beach!,The Cottages,812906264021463265,,+19413461200,https://www.thecottagesonthekey.com/vacation-rentals/rental/the-solaster/,Medium,Duplicate Property Manager/Host group matched The Cottages on the Key property pages with visible phone; reused across same host rows.,manager,The Cottages on the Key,https://www.thecottagesonthekey.com/,,,
164,Sandy Rocks | Walking Distance To Crescent Beach!,The Cottages,812906970821648904,,+19413461200,https://www.thecottagesonthekey.com/vacation-rentals/rental/the-solaster/,Medium,Duplicate Property Manager/Host group matched The Cottages on the Key property pages with visible phone; reused across same host rows.,manager,The Cottages on the Key,https://www.thecottagesonthekey.com/,,,
165,New luxury home with rooftop deck - Seashell Esta,SKLRP And LKV,816773367595841409,,+19413491125,https://www.siestakeyluxuryrentalproperties.com/about-us/,Medium,Duplicate Property Manager/Host group matches Siesta Key Luxury Rental Properties / Lido Key Vacations inventory; official site lists this phone.,manager,Siesta Key Luxury Rental Properties,https://www.siestakeyluxuryrentalproperties.com/,,,
166,Huge Posh Inlet Beach Home + Private Pool & Bikes,Oversee Rentals,821205993493495318,,+18882903489,https://oversee.us/contact-us/,Medium,Duplicate Property Manager/Host group found Oversee official contact page with guest phone; reused across same host rows.,manager,Oversee,https://oversee.us/,,,
167,All Decked Out Seagrove by AvantStay | Priv Pool!,30A Beach Girls,834185241937499975,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
168,Sunsational,Royal Destinations,836583507529245296,,+18505340841,https://www.mapquest.com/us/florida/royal-destinations-413759259,Medium,Duplicate Property Manager/Host group found public Royal Destinations listing with phone and official website; reused across same host rows.,manager,Royal Destinations,https://www.royaldestinations.com/,,,
169,"Solara Sands: Theater & Game, Steps to the Beach!",Tailored Stays,845126681509074420,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
170,Blue Seahorse in Watersound,389774181,849926839968093127,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
171,Luxury haven w/private pool+ Gulf view+ game room!,30A Escapes,858933152766926273,,+18884736830,https://www.30aescapes.com/30a-frequently-asked-questions,Medium,Duplicate Property Manager/Host group found 30A Escapes FAQ with guest phone; reused across same host rows.,manager,30A Escapes,https://www.30aescapes.com/,,,
172,"Seaside Sanctuary, Pool/Hot Tub",302559190,863854726714309228,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
173,Soggy Dollar|Private Community Beach Access|Pool,Echelon Luxury Properties,867389072231620809,,+18888435893,https://eluxuryproperties.com/,Medium,Duplicate Property Manager/Host group found ELP Luxury Vacations official site with public phone; reused across same host rows.,manager,ELP Luxury Vacations,https://eluxuryproperties.com/,,,
174,Seaclusion at Seagrove|Private Deeded Beach|Pool,Echelon Luxury Properties,867396654357355803,,+18888435893,https://eluxuryproperties.com/,Medium,Duplicate Property Manager/Host group found ELP Luxury Vacations official site with public phone; reused across same host rows.,manager,ELP Luxury Vacations,https://eluxuryproperties.com/,,,
175,"Roomy, Relaxing, and Right Where You Want to Be",30A Escapes,869122932560107408,,+18884736830,https://www.30aescapes.com/30a-frequently-asked-questions,Medium,Duplicate Property Manager/Host group found 30A Escapes FAQ with guest phone; reused across same host rows.,manager,30A Escapes,https://www.30aescapes.com/,,,
176,Seawalk Sanctuary | Beachfront & Rooftop Pool,Destin Dreamers,870864254698814021,,+18507337447,https://www.destindreamers.com/contact/,Medium,Duplicate Property Manager/Host group found Destin Dreamers official contact page with office phone; reused across same host rows.,manager,Destin Dreamers,https://www.destindreamers.com/,,,
177,The Grand Pearl: Private Pool & Spa~ Beach Access,302559190,885487605368002207,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
178,#1 Rooftop Deck w/ Gulf Views - Steps to Beach,Vunique Vacations,899161152882007059,,+19418770410,https://www.vuniquevacations.com/faq/,Medium,Duplicate Property Manager/Host group found official Vunique FAQ with reservations phone; reused across same host rows.,manager,Vunique Vacations,https://www.vuniquevacations.com/,,,
179,Luxury Home with Private Heated Pool & Boardwalk,Oversee Rentals,900215583441569092,,+18882903489,https://oversee.us/contact-us/,Medium,Duplicate Property Manager/Host group found Oversee official contact page with guest phone; reused across same host rows.,manager,Oversee,https://oversee.us/,,,
180,Island Palm Estate,507528739,913854835472738027,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
181,Luxury Gulf Front | Pool | Golf Cart | Chairs,Destin Dreamers,924527891640987131,,+18507337447,https://www.destindreamers.com/contact/,Medium,Duplicate Property Manager/Host group found Destin Dreamers official contact page with office phone; reused across same host rows.,manager,Destin Dreamers,https://www.destindreamers.com/,,,
182,Explore Coastal View - New Custom Beach Home!,Stay At Thirty A Vacation Rentals,945003767978994445,,+18503295050,https://www.stayat30avacationrentals.com/contact-us/,Medium,Duplicate Property Manager/Host group found Stay at 30A Vacation Rentals official contact page with phone; reused across same host rows.,manager,Stay at 30A Vacation Rentals,https://www.stayat30avacationrentals.com/,,,
183,Coral Cay - A Stunning Home with Exquisite Views!,Stay At Thirty A Vacation Rentals,945003784299200325,,+18503295050,https://www.stayat30avacationrentals.com/contact-us/,Medium,Duplicate Property Manager/Host group found Stay at 30A Vacation Rentals official contact page with phone; reused across same host rows.,manager,Stay at 30A Vacation Rentals,https://www.stayat30avacationrentals.com/,,,
184,Ultimate 8-Bedroom Getaway for Families & Groups,Stay At Thirty A Vacation Rentals,945003801285628526,,+18503295050,https://www.stayat30avacationrentals.com/contact-us/,Medium,Duplicate Property Manager/Host group found Stay at 30A Vacation Rentals official contact page with phone; reused across same host rows.,manager,Stay at 30A Vacation Rentals,https://www.stayat30avacationrentals.com/,,,
185,A Step Into Paradise - Gulf Oasis w/ Indoor Pool,Vacay Time,962368792710983944,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,,
186,Salt & Light,Royal Destinations,983379047586738618,,+18505340841,https://www.mapquest.com/us/florida/royal-destinations-413759259,Medium,Duplicate Property Manager/Host group found public Royal Destinations listing with phone and official website; reused across same host rows.,manager,Royal Destinations,https://www.royaldestinations.com/,,,
187,239 Pelican Circle,Royal Destinations,983379061153885723,,+18505340841,https://www.mapquest.com/us/florida/royal-destinations-413759259,Medium,Duplicate Property Manager/Host group found public Royal Destinations listing with phone and official website; reused across same host rows.,manager,Royal Destinations,https://www.royaldestinations.com/,,,
188,20% Off to Start the Year | Luxury Stay,Oversee Rentals,989057233896365934,,+18882903489,https://oversee.us/contact-us/,Medium,Duplicate Property Manager/Host group found Oversee official contact page with guest phone; reused across same host rows.,manager,Oversee,https://oversee.us/,,,
189,283 Lakeview Drive,Scenic Stays,994407671779248802,,+18503907511,https://myscenicstays.com/contact-us,Medium,Duplicate Property Manager/Host group found Scenic Stays official contact page with phone; reused across same host rows.,manager,Scenic Stays,https://myscenicstays.com/,,,
190,"STEPS to Private Beach! Sleeps 20! Pool, Game Room",Southern Holiday Homes,994824562006513835,,+18507391667,https://www.southernholidayhomes.com/about-us/,Medium,Duplicate Property Manager/Host group found Southern Holiday Homes official about page with public phone; reused across same host rows.,manager,Southern Holiday Homes,https://www.southernholidayhomes.com/,,,
